"id","question","option_a","option_b","option_c","option_d","correct_option","fun_fact"
161,"I’m green and bitter — grown-ups say I’m ‘healthy’ but kids disagree! Who am I?","Bitter Gourd","Cucumber","Zucchini","Capsicum","Bitter Gourd","Bitter gourd helps control blood sugar — nature’s own medicine!"
162,"I’m red, juicy, and my sauce makes pizza awesome! Who am I?","Tomato","Apple","Pomegranate","Cherry","Tomato","Tomatoes were once called ‘love apples’ in France!"
163,"I’m tall, green, and pandas can’t live without me! Who am I?","Coconut Tree","Bamboo","Banana Tree","Pine Tree","Bamboo","Bamboo can grow up to 1 meter in a single day — fastest growing plant on Earth!"
164,"I’m tiny, round, and people sprinkle me on buns! Who am I?","Sesame Seed","Mustard Seed","Cumin","Flaxseed","Sesame Seed","Sesame seeds are one of the oldest oil crops in history!"
165,"I grow in muddy ponds and bloom beautifully — even the gods love me! Who am I?","Lily","Lotus","Rose","Sunflower","Lotus","Lotus seeds can stay alive for over 1,000 years — talk about longevity!"
166,"I’m bright and yellow — I follow the sun all day! Who am I?","Sunflower","Daisy","Marigold","Tulip","Sunflower","Sunflowers move their heads to face the sun — it’s called heliotropism!"
167,"I’m tiny, red, and spicy — I make chutneys dance with flavor! Who am I?","Red Chili","Tamarind","Tomato","Pepper","Red Chili","Birds can eat chilies without feeling the heat — lucky them!"
168,"I’m a fruit that wears a spiky armor but I’m sweet inside! Who am I?","Pineapple","Jackfruit","Durian","Custard Apple","Pineapple","Each pineapple is made of many small fruits fused together!"
169,"I grow underground and make your breath strong — for better or worse! Who am I?","Garlic","Onion","Ginger","Radish","Garlic","Garlic was used by ancient Egyptians to boost worker strength while building pyramids!"
170,"I’m green, have spikes, and kids fear touching me — but I make aloe gel! Who am I?","Cactus","Aloe Vera","Agave","Yucca","Aloe Vera","Aloe vera is 99% water — and 1% magic for your skin!"
171,"I’m small, orange, and rabbits adore me! Who am I?","Carrot","Apricot","Pumpkin","Peach","Carrot","Carrots help you see better in the dark — thanks to Vitamin A!"
172,"I’m green and my name rhymes with ‘mean’ — but I’m actually sweet! Who am I?","Bean","Pea","Green Chili","Mint","Bean","Beans add nitrogen to the soil — helping other plants grow better!"
173,"I’m pink and juicy — people say I keep the doctor away too! Who am I?","Apple","Guava","Watermelon","Peach","Guava","Guava has more Vitamin C than oranges — immunity booster deluxe!"
174,"I’m tall, old, and give wisdom under my shade! Who am I?","Banyan Tree","Peepal Tree","Mango Tree","Neem Tree","Peepal Tree","Peepal trees release oxygen even at night — rare plant power!"
175,"I’m crunchy, red, and make a classic phrase — ‘an apple a day’! Who am I?","Apple","Pomegranate","Cherry","Strawberry","Apple","Apples float in water because they’re 25% air!"
176,"I’m green, sour, and used to make pickles go zing! Who am I?","Lemon","Mango","Gooseberry","Tamarind","Gooseberry","Gooseberry (Amla) has more Vitamin C than 20 oranges!"
177,"I’m red and tiny — kids wear me on their fingers like rings! Who am I?","Cherry","Strawberry","Cranberry","Plum","Cherry","Cherry trees can live for more than 100 years!"
178,"I’m thorny, tall, and give sweet giant fruit that smells funky! Who am I?","Jackfruit","Durian","Pineapple","Cactus","Jackfruit","Jackfruit is the largest tree-borne fruit — some weigh over 30 kg!"
179,"I’m green and leafy — people use me for good luck at home! Who am I?","Tulsi","Mint","Money Plant","Basil","Tulsi","Tulsi leaves release oxygen 20 hours a day — your natural air purifier!"
180,"I’m long, green, and make you burp after eating me raw! Who am I?","Cucumber","Zucchini","Bottle Gourd","Snake Gourd","Cucumber","Cucumbers are 95% water — nature’s hydration snack!"
181,"I’m brown outside, green inside — people eat me with spoons! Who am I?","Kiwi","Avocado","Guava","Fig","Kiwi","Kiwis were once called ‘Chinese gooseberries’!"
182,"I’m small, black, and spicy — I make your food sneeze-worthy! Who am I?","Pepper","Clove","Cumin","Mustard","Pepper","Black pepper was once more valuable than gold!"
183,"I’m tall, green, and swing coconuts in the wind! Who am I?","Coconut Tree","Palm Tree","Banana Tree","Mango Tree","Coconut Tree","Coconut water was once used as a substitute for blood plasma in emergencies!"
185,"I’m small, green, and used in chutneys — my smell is legendary! Who am I?","Mint","Coriander","Basil","Spinach","Mint","Mint cools your mouth because it tricks your brain’s cold sensors!"
186,"I’m yellow, big, and wear a crown on my head! Who am I?","Pineapple","Jackfruit","Banana","Papaya","Pineapple","Pineapple juice helps tenderize meat — it’s a chef’s secret weapon!"
187,"I’m brown and hard — squirrels hide me for winter! Who am I?","Walnut","Almond","Peanut","Hazelnut","Walnut","Walnuts look like tiny brains — and are great for your brain too!"
188,"I’m green outside and purple inside — a royal fruit indeed! Who am I?","Jamun","Plum","Fig","Grapes","Jamun","Jamun helps keep blood sugar under control — sweet yet smart!"
189,"I’m small, round, and golden — I shine in desserts! Who am I?","Raisin","Date","Fig","Apricot","Raisin","Raisins are just dried grapes — wrinkly but tasty!"
190,"I’m tiny but mighty — I grow into a tree someday! Who am I?","Seed","Nut","Bud","Leaf","Seed","One acorn can grow into a massive oak tree — small start, big dream!"
191,"I’m white and grow under the soil — I look like a hidden treasure! Who am I?","Radish","Onion","Turnip","Ginger","Radish","Radishes grow super fast — some are ready to eat in just 25 days!"
192,"I’m green, bumpy, and help you stay cool in summer drinks! Who am I?","Cucumber","Bitter Gourd","Bottle Gourd","Zucchini","Bottle Gourd","Bottle gourd was one of the first plants ever cultivated by humans!"
193,"I’m tall, give cool shade, and my wood builds houses! Who am I?","Teak Tree","Banyan Tree","Neem Tree","Pine Tree","Teak Tree","Teak wood is so durable it can last for centuries — even in ships!"
194,"I’m green and small — people say I bring peace at home! Who am I?","Bamboo Plant","Money Plant","Tulsi","Aloe Vera","Bamboo Plant","Bamboo symbolizes strength and flexibility — bend but don’t break!"
195,"I’m big, round, and yellow — people call me ‘summer’s gold’! Who am I?","Mango","Papaya","Melon","Pineapple","Mango","There are over 1,000 varieties of mangoes worldwide!"
196,"I’m green, leafy, and used in salads — rabbits love me! Who am I?","Lettuce","Cabbage","Spinach","Kale","Lettuce","Ancient Egyptians believed lettuce was a symbol of fertility!"
197,"I’m tall and my trunk is full of water — desert travelers love me! Who am I?","Cactus","Date Palm","Baobab","Acacia","Baobab","Baobabs can store thousands of liters of water inside their trunk!"
198,"I’m a green fruit that people smash into toast — so trendy! Who am I?","Avocado","Kiwi","Guava","Fig","Avocado","Avocados never ripen on the tree — they only soften after picking!"
199,"I’m small, round, and used to make oil that smells earthy! Who am I?","Groundnut","Sesame","Mustard","Flaxseed","Groundnut","Peanuts are not nuts — they’re legumes, like beans!"
200,"I’m red, sweet, and have tiny seeds inside — kids love my juice! Who am I?","Pomegranate","Cherry","Strawberry","Apple","Pomegranate","One pomegranate can hold more than 600 juicy seeds!"
201,"I’m green, thin, and my name sounds like a musical instrument! Who am I?","Drumstick","Bamboo","Zucchini","Green Bean","Drumstick","Drumstick trees (Moringa) are called ‘miracle trees’ for their nutrition!"
202,"I’m the only planet where you can breathe, dance, and eat pizza. Who am I?","Mars","Venus","Earth","Neptune","Earth","Earth is the only known planet with life — and pizza delivery!"
203,"I’m red, dusty, and maybe hiding aliens under my rocks. Who am I?","Mercury","Mars","Jupiter","Pluto","Mars","Mars looks red because of iron oxide — basically, it’s a giant rusty ball!"
204,"I’m the hottest planet, but I’m not the closest to the Sun. Who am I?","Mercury","Venus","Earth","Mars","Venus","Venus is hotter than Mercury because of its thick atmosphere — like a planet-sized sauna!"
205,"I’m the biggest planet, the king of the solar system. Who am I?","Saturn","Jupiter","Neptune","Uranus","Jupiter","Jupiter’s Great Red Spot is a storm bigger than Earth — talk about overreacting!"
206,"I wear shiny rings like jewelry. Who am I?","Jupiter","Saturn","Neptune","Uranus","Saturn","Saturn’s rings are made of ice and rock — basically, space bling!"
207,"I’m blue, windy, and really far from the Sun. Who am I?","Uranus","Neptune","Saturn","Jupiter","Neptune","Neptune’s winds are the fastest in the solar system — up to 2,000 km/h!"
208,"I’m sideways and roll around the Sun like a sleepy planet. Who am I?","Venus","Uranus","Mars","Mercury","Uranus","Uranus is tilted 98 degrees — like it’s too lazy to stand straight!"
209,"I’m small, closest to the Sun, and always in a hurry. Who am I?","Mars","Mercury","Venus","Earth","Mercury","A year on Mercury is just 88 days long — shortest summer ever!"
210,"I’m not a planet anymore, but people still love me. Who am I?","Ceres","Pluto","Titan","Moon","Pluto","Pluto was demoted to a dwarf planet in 2006 — poor little guy!"
211,"I light up the night but have no light of my own. Who am I?","Star","Moon","Comet","UFO","Moon","The Moon reflects sunlight — it’s basically the Sun’s mirror selfie!"
212,"I’m made of ice and dust, and I have a long glowing tail. Who am I?","Meteor","Asteroid","Comet","Satellite","Comet","Comets are called dirty snowballs — cosmic slush flying in space!"
213,"I’m a massive collection of stars, gas, and dust — a cosmic city. Who am I?","Solar System","Galaxy","Meteor","Cluster","Galaxy","Our galaxy, the Milky Way, sounds like a space chocolate bar!"
214,"I’m the galaxy you live in. Who am I?","Andromeda","Milky Way","Orion","Whirlpool","Milky Way","We live in a galaxy named after milk — no wonder we love cookies!"
215,"I’m the largest volcano in the solar system, but I’m on Mars. Who am I?","Mount Everest","Olympus Mons","Vesuvius","Etna","Olympus Mons","Olympus Mons is 3 times taller than Everest — ultimate show-off mountain!"
216,"I’m the star that keeps your toast warm every morning. Who am I?","Sirius","Sun","Polaris","Venus","Sun","The Sun is 4.6 billion years old — and still shining like a superstar!"
217,"I’m the only natural satellite of Earth. Who am I?","Mars","Moon","Pluto","Europa","Moon","Astronauts left footprints on the Moon — and they’ll last for millions of years!"
218,"I’m the northern light show that paints the sky. Who am I?","Rainbow","Aurora Borealis","Comet","Meteor","Aurora Borealis","Auroras happen when the Sun’s charged particles party with Earth’s atmosphere!"
219,"I’m the largest ocean on Earth. Who am I?","Atlantic","Indian","Pacific","Arctic","Pacific","The Pacific Ocean is so big, all continents could take a swim in it!"
220,"I’m the tallest mountain on Earth. Who am I?","K2","Everest","Kilimanjaro","Fuji","Everest","Mount Everest grows about 4 millimeters every year — it’s not done growing yet!"
221,"I’m a hot desert in the USA, home to cactus selfies. Who am I?","Death Valley","Sahara","Mojave","Gobi","Mojave","The Mojave Desert can reach 56°C — that’s hot enough to fry an egg on a rock!"
222,"I’m the home of the Statue of Liberty. Who am I?","New York","Chicago","Los Angeles","Washington DC","New York","The Statue of Liberty’s full name is 'Liberty Enlightening the World' — fancy, huh?"
223,"I’m the waterfall that roars louder than your school bell. Who am I?","Niagara Falls","Angel Falls","Victoria Falls","Iguazu Falls","Niagara Falls","Over 3,000 tons of water tumble every second — nature’s power shower!"
